1	2	3	4	5	6	8	9	10	11	12	13	14	15	16	17	18	19	20	21	23	24	25	26	27	28	29	30	31	32	33	35	36	37	38	39	
14	1	16	19	18	7	2	13	10	1	2	10	2	5	2	2	14	14	11	2	1	8	18	20	17	17	6	19	5	16	11	1	17	11	1	1	
0	-1	2	1	1	2	-1	1	1	-1	2	2	-1	2	-1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	2	1	-1	1	2	-1	3	
-1	0	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	
2	-1	0	1	1	1	-1	2	2	-1	3	1	-1	2	-1	2	1	1	2	2	3	2	1	1	1	1	1	1	1	1	2	-1	1	1	-1	3	
1	-1	1	0	1	1	-1	1	1	-1	2	1	-1	1	-1	2	1	1	1	2	3	2	1	1	1	1	2	1	2	1	2	-1	1	1	-1	3	
1	-1	1	1	0	2	-1	1	2	-1	3	1	-1	1	-1	2	1	1	2	2	3	2	1	1	1	1	1	1	1	1	2	-1	1	1	-1	3	
2	-1	1	1	2	0	-1	2	2	-1	3	2	-1	2	-1	2	2	1	2	3	3	3	2	2	1	2	2	1	2	1	2	-1	2	1	-1	4	
-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	
1	-1	2	1	1	2	-1	0	1	-1	2	2	-1	2	-1	2	2	2	1	2	2	1	1	1	1	1	2	1	2	2	1	-1	1	2	-1	3	
1	-1	2	1	2	2	-1	1	0	-1	2	2	-1	2	-1	2	1	2	2	3	2	1	1	2	2	1	3	1	3	2	1	-1	1	2	-1	4	
-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	
2	-1	3	2	3	3	-1	2	2	-1	0	3	-1	3	-1	4	3	3	1	3	2	2	2	2	2	2	3	3	3	3	1	-1	2	3	-1	4	
2	-1	1	1	1	2	-1	2	2	-1	3	0	-1	2	-1	1	1	2	2	3	4	3	1	2	2	2	1	1	2	1	3	-1	2	1	-1	4	
-1	2	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	
2	-1	2	1	1	2	-1	2	2	-1	3	2	-1	0	-1	2	2	2	2	3	3	3	1	2	1	2	2	1	2	2	2	-1	2	2	-1	4	
-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	
2	-1	2	2	2	2	-1	2	2	-1	4	1	-1	2	-1	0	2	2	3	3	4	3	2	2	2	2	2	1	3	2	3	-1	2	2	-1	4	
