0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	24	25	28	29	30	31	32	33	35	37	38	39	
3	11	12	9	1	8	13	16	15	16	1	3	1	4	14	12	10	6	1	13	2	14	13	4	1	5	2	1	15	2	1	11	5	14	3	
0	4	3	2	-1	5	3	4	3	4	-1	-1	-1	-1	4	3	4	5	4	4	-1	3	3	-1	-1	1	2	-1	4	2	1	4	5	3	1	
4	0	2	2	-1	1	2	1	1	1	-1	-1	-1	-1	1	2	1	1	3	2	-1	1	2	-1	-1	3	3	-1	1	4	5	2	1	1	4	
3	2	0	1	-1	2	1	1	1	2	-1	-1	-1	-1	2	1	2	2	1	1	-1	1	1	-1	-1	2	2	-1	1	3	4	1	3	1	3	
2	2	1	0	-1	3	1	2	1	2	-1	-1	-1	-1	2	1	2	3	2	2	-1	1	1	-1	-1	1	1	-1	2	2	3	2	3	1	2	
-1	-1	-1	-1	0	-1	-1	-1	-1	-1	3	2	3	1	-1	-1	-1	-1	-1	-1	2	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
5	1	2	3	-1	0	2	1	2	1	-1	-1	-1	-1	1	2	1	1	3	2	-1	2	2	-1	-1	4	4	-1	1	5	-1	2	1	2	5	
3	2	1	1	-1	2	0	1	1	1	-1	-1	-1	-1	1	1	2	2	2	1	-1	1	1	-1	-1	2	2	-1	1	3	4	1	2	1	3	
4	1	1	2	-1	1	1	0	1	1	-1	-1	-1	-1	1	1	1	1	2	1	-1	1	1	-1	-1	3	3	-1	1	4	5	1	2	1	4	
3	1	1	1	-1	2	1	1	0	1	-1	-1	-1	-1	1	1	1	2	2	1	-1	1	1	-1	-1	2	2	-1	1	3	4	1	2	1	3	
4	1	2	2	-1	1	1	1	1	0	-1	-1	-1	-1	1	1	1	1	3	1	-1	1	1	-1	-1	3	3	-1	1	4	5	1	1	1	4	
-1	-1	-1	-1	3	-1	-1	-1	-1	-1	0	2	3	2	-1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	2	-1	-1	-1	-1	-1	2	0	1	1	-1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	3	-1	-1	-1	-1	-1	3	1	0	2	-1	-1	-1	-1	-1	-1	3	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	1	-1	-1	-1	-1	-1	2	1	2	0	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
4	1	2	2	-1	1	1	1	1	1	-1	-1	-1	-1	0	2	1	2	3	1	-1	1	1	-1	-1	3	3	-1	1	4	5	1	1	1	4	
3	2	1	1	-1	2	1	1	1	1	-1	-1	-1	-1	2	0	2	2	2	1	-1	1	1	-1	-1	2	2	-1	1	3	4	1	2	1	3	
4	1	2	2	-1	1	2	1	1	1	-1	-1	-1	-1	1	2	0	1	3	1	-1	2	2	-1	-1	3	3	-1	1	4	5	2	1	2	4	
5	1	2	3	-1	1	2	1	2	1	-1	-1	-1	-1	2	2	1	0	3	2	-1	2	2	-1	-1	4	4	-1	1	5	-1	2	2	2	5	
4	3	1	2	-1	3	2	2	2	3	-1	-1	-1	-1	3	2	3	3	0	2	-1	2	2	-1	-1	3	3	-1	2	4	5	2	4	2	4	
4	2	1	2	-1	2	1	1	1	1	-1	-1	-1	-1	1	1	1	2	2	0	-1	1	1	-1	-1	3	3	-1	1	4	5	1	2	1	4	
-1	-1	-1	-1	2	-1	-1	-1	-1	-1	2	2	3	1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
3	1	1	1	-1	2	1	1	1	1	-1	-1	-1	-1	1	1	2	2	2	1	-1	0	1	-1	-1	2	2	-1	1	3	4	1	2	1	3	
3	2	1	1	-1	2	1	1	1	1	-1	-1	-1	-1	1	1	2	2	2	1	-1	1	0	-1	-1	2	2	-1	1	3	4	1	2	1	3	
-1	-1	-1	-1	2	-1	-1	-1	-1	-1	1	1	2	1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	
1	3	2	1	-1	4	2	3	2	3	-1	-1	-1	-1	3	2	3	4	3	3	-1	2	2	-1	-1	0	1	-1	3	1	2	3	4	2	1	
2	3	2	1	-1	4	2	3	2	3	-1	-1	-1	-1	3	2	3	4	3	3	-1	2	2	-1	-1	1	0	-1	3	2	3	3	4	2	2	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	
4	1	1	2	-1	1	1	1	1	1	-1	-1	-1	-1	1	1	1	1	2	1	-1	1	1	-1	-1	3	3	-1	0	4	5	2	2	1	4	
2	4	3	2	-1	5	3	4	3	4	-1	-1	-1	-1	4	3	4	5	4	4	-1	3	3	-1	-1	1	2	-1	4	0	3	4	5	3	1	
1	5	4	3	-1	-1	4	5	4	5	-1	-1	-1	-1	5	4	5	-1	5	5	-1	4	4	-1	-1	2	3	-1	5	3	0	5	-1	4	2	
4	2	1	2	-1	2	1	1	1	1	-1	-1	-1	-1	1	1	2	2	2	1	-1	1	1	-1	-1	3	3	-1	2	4	5	0	2	1	4	
5	1	3	3	-1	1	2	2	2	1	-1	-1	-1	-1	1	2	1	2	4	2	-1	2	2	-1	-1	4	4	-1	2	5	-1	2	0	2	5	
3	1	1	1	-1	2	1	1	1	1	-1	-1	-1	-1	1	1	2	2	2	1	-1	1	1	-1	-1	2	2	-1	1	3	4	1	2	0	3	
1	4	3	2	-1	5	3	4	3	4	-1	-1	-1	-1	4	3	4	5	4	4	-1	3	3	-1	-1	1	2	-1	4	1	2	4	5	3	0	
