200	99
202	155
154	157
232	154
132	112
73	157
73	200
84	258
97	286
90	287
90	280
136	279
117	355
111	336
120	349
133	349
216	190
154	243
165	244
161	312
186	357
202	354
194	322
227	365
283	415
268	336
250	294
215	295
215	308
251	294
268	335
345	177
389	175
462	193
591	263
566	229
637	288
51	344
56	253
100	201
