0	1	2	3	4	5	6	7	8	9	11	12	13	14	15	16	17	19	20	21	22	24	25	26	28	29	30	31	32	34	35	36	37	38	39	
2	15	11	1	2	14	3	17	15	16	2	2	1	16	14	18	14	11	2	17	10	3	1	15	2	2	1	16	3	3	14	9	16	10	4	
0	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	2	-1	-1	-1	-1	-1	1	
-1	0	1	4	-1	1	2	1	1	1	-1	-1	-1	1	1	1	1	2	-1	1	2	-1	-1	1	-1	3	-1	1	-1	-1	1	1	1	2	-1	
-1	1	0	4	-1	1	2	2	1	2	-1	-1	-1	2	1	1	1	2	-1	1	2	-1	-1	1	-1	3	-1	1	-1	-1	1	2	1	2	-1	
-1	4	4	0	-1	4	4	3	3	4	-1	-1	-1	3	4	3	4	3	-1	3	2	-1	-1	3	-1	1	-1	3	-1	-1	4	4	4	3	-1	
1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	2	-1	-1	-1	-1	-1	1	
-1	1	1	4	-1	0	3	1	2	1	-1	-1	-1	1	1	1	1	2	-1	1	2	-1	-1	1	-1	3	-1	1	-1	-1	1	1	1	2	-1	
-1	2	2	4	-1	3	0	2	1	2	-1	-1	-1	2	2	2	3	1	-1	2	2	-1	-1	3	-1	3	-1	2	-1	-1	2	3	2	1	-1	
-1	1	2	3	-1	1	2	0	1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	2	-1	1	-1	-1	1	1	1	1	-1	
-1	1	1	3	-1	2	1	1	0	1	-1	-1	-1	1	1	1	2	1	-1	1	1	-1	-1	2	-1	2	-1	1	-1	-1	1	2	1	1	-1	
-1	1	2	4	-1	1	2	1	1	0	-1	-1	-1	1	1	1	1	1	-1	1	2	-1	-1	1	-1	3	-1	1	-1	-1	1	1	1	1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	
3	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	1	-1	-1	-1	-1	-1	2	
4	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	2	-1	-1	-1	-1	-1	3	
-1	1	2	3	-1	1	2	1	1	1	-1	-1	-1	0	1	1	1	1	-1	1	1	-1	-1	1	-1	2	-1	1	-1	-1	1	2	1	1	-1	
-1	1	1	4	-1	1	2	1	1	1	-1	-1	-1	1	0	1	1	2	-1	1	2	-1	-1	1	-1	3	-1	1	-1	-1	1	2	1	2	-1	
-1	1	1	3	-1	1	2	1	1	1	-1	-1	-1	1	1	0	1	1	-1	1	1	-1	-1	1	-1	2	-1	1	-1	-1	1	1	1	1	-1	
-1	1	1	4	-1	1	3	1	2	1	-1	-1	-1	1	1	1	0	2	-1	1	2	-1	-1	1	-1	3	-1	1	-1	-1	1	1	1	2	-1	
-1	2	2	3	-1	2	1	1	1	1	-1	-1	-1	1	2	1	2	0	-1	1	1	-1	-1	2	-1	2	-1	1	-1	-1	2	2	1	1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	
-1	1	1	3	-1	1	2	1	1	1	-1	-1	-1	1	1	1	1	1	-1	0	1	-1	-1	1	-1	2	-1	1	-1	-1	1	2	1	1	-1	
-1	2	2	2	-1	2	2	1	1	2	-1	-1	-1	1	2	1	2	1	-1	1	0	-1	-1	1	-1	1	-1	1	-1	-1	2	2	2	1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	1	1	3	-1	1	3	1	2	1	-1	-1	-1	1	1	1	1	2	-1	1	1	-1	-1	0	-1	2	-1	1	-1	-1	1	1	1	2	-1	
2	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	-1	-1	-1	-1	-1	1	
-1	3	3	1	-1	3	3	2	2	3	-1	-1	-1	2	3	2	3	2	-1	2	1	-1	-1	2	-1	0	-1	2	-1	-1	3	3	3	2	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	
-1	1	1	3	-1	1	2	1	1	1	-1	-1	-1	1	1	1	1	1	-1	1	1	-1	-1	1	-1	2	-1	0	-1	-1	2	2	1	1	-1	
2	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	-1	1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	
-1	1	1	4	-1	1	2	1	1	1	-1	-1	-1	1	1	1	1	2	-1	1	2	-1	-1	1	-1	3	-1	2	-1	-1	0	1	1	2	-1	
-1	1	2	4	-1	1	3	1	2	1	-1	-1	-1	2	2	1	1	2	-1	2	2	-1	-1	1	-1	3	-1	2	-1	-1	1	0	1	2	-1	
-1	1	1	4	-1	1	2	1	1	1	-1	-1	-1	1	1	1	1	1	-1	1	2	-1	-1	1	-1	3	-1	1	-1	-1	1	1	0	2	-1	
-1	2	2	3	-1	2	1	1	1	1	-1	-1	-1	1	2	1	2	1	-1	1	1	-1	-1	2	-1	2	-1	1	-1	-1	2	2	2	0	-1	
1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	2	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	0	
