0	1	2	3	5	6	7	8	9	10	11	12	13	14	15	16	17	19	20	21	22	24	25	26	27	28	29	30	31	32	34	35	36	37	38	39	
1	14	11	1	14	1	16	14	10	6	4	2	2	11	11	15	12	5	2	10	5	3	1	13	1	1	4	1	14	2	6	12	12	13	6	2	
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
-1	0	1	3	1	3	1	1	2	1	2	-1	-1	2	1	1	1	2	3	1	2	3	-1	1	3	-1	2	-1	1	-1	2	1	1	1	2	-1	
-1	1	0	2	1	4	2	2	2	1	1	-1	-1	2	1	1	1	3	3	2	3	2	-1	1	3	-1	1	-1	1	-1	2	1	2	2	3	-1	
-1	3	2	0	3	5	3	3	4	3	3	-1	-1	4	3	3	3	4	3	4	4	3	-1	2	3	-1	1	-1	3	-1	2	3	3	3	4	-1	
-1	1	1	3	0	3	1	1	2	1	2	-1	-1	2	1	1	1	2	3	1	2	3	-1	1	3	-1	2	-1	1	-1	2	1	1	1	2	-1	
-1	3	4	5	3	0	2	2	2	4	5	-1	-1	2	3	3	3	2	5	3	3	5	-1	3	5	-1	4	-1	3	-1	4	3	3	3	1	-1	
-1	1	2	3	1	2	0	1	1	2	3	-1	-1	1	1	1	1	2	3	1	1	3	-1	1	3	-1	2	-1	1	-1	2	1	1	1	1	-1	
-1	1	2	3	1	2	1	0	1	2	3	-1	-1	1	2	1	2	1	4	2	1	4	-1	1	4	-1	2	-1	1	-1	3	1	1	1	1	-1	
-1	2	2	4	2	2	1	1	0	3	3	-1	-1	1	2	1	2	1	4	1	2	4	-1	2	4	-1	3	-1	1	-1	3	2	1	1	1	-1	
-1	1	1	3	1	4	2	2	3	0	1	-1	-1	3	1	2	2	3	3	2	3	2	-1	2	3	-1	2	-1	2	-1	2	1	2	2	3	-1	
-1	2	1	3	2	5	3	3	3	1	0	-1	-1	3	2	2	2	4	2	3	4	1	-1	2	2	-1	2	-1	2	-1	1	2	3	3	4	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	
-1	2	2	4	2	2	1	1	1	3	3	-1	-1	0	2	1	2	1	4	1	1	4	-1	2	4	-1	3	-1	1	-1	3	2	1	1	1	-1	
