0	1	3	4	5	6	7	8	9	10	11	12	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	32	33	34	35	36	37	38	39	
20	34	34	34	35	35	36	10	35	28	35	30	34	34	30	33	30	25	32	8	33	31	34	31	34	31	33	34	31	27	32	31	34	30	24	32	20	
0	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	2	2	2	1	2	1	2	1	1	2	2	2	2	1	2	1	2	1	
1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	2	2	1	1	1	0	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	2	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	
1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	
1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	
1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	0	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	1	1	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	
2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	1	0	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	
1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	
2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	0	1	1	1	2	2	1	2	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	2	
1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	0	2	1	2	
1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	0	2	1	
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	2	
1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	2	1	2	1	2	1	2	1	1	2	2	2	2	1	2	1	2	0	
