0	1	3	4	5	6	7	8	9	10	11	12	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	38	39	
1	18	28	27	28	23	26	1	24	20	26	25	27	28	26	23	26	5	25	8	24	28	21	24	5	20	2	27	24	1	27	28	26	8	20	21	1	
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
-1	0	1	1	1	1	1	-1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	2	3	2	2	1	2	-1	2	1	2	2	1	1	-1	
-1	1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	-1	1	1	1	1	1	1	-1	
-1	1	1	0	1	1	1	-1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	-1	1	1	1	2	1	1	-1	
-1	1	1	1	0	1	1	-1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	-1	1	1	1	2	1	1	-1	
-1	1	1	1	1	0	1	-1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	1	1	-1	1	1	2	2	1	1	-1	
-1	1	1	1	1	1	0	-1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	-1	1	1	1	2	1	1	-1	
-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	
-1	2	1	1	1	1	1	-1	0	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	-1	1	1	1	2	2	2	-1	
-1	2	1	1	1	2	2	-1	1	0	2	2	1	1	1	1	1	3	2	2	2	1	1	1	1	1	2	1	1	-1	1	1	1	1	2	2	-1	
-1	1	1	1	1	1	1	-1	1	2	0	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	-1	1	1	1	2	1	1	-1	
-1	1	1	1	1	1	1	-1	1	2	1	0	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	-1	1	1	1	2	1	1	-1	
-1	1	1	1	1	1	1	-1	1	1	1	1	0	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	-1	1	1	1	2	1	1	-1	
-1	1	1	1	1	1	1	-1	1	1	1	1	1	0	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	-1	1	1	1	1	1	1	-1	
-1	2	1	1	1	2	1	-1	1	1	1	1	1	1	0	1	1	2	1	2	1	1	1	1	1	1	2	1	1	-1	1	1	1	1	2	1	-1	
-1	2	1	1	1	2	1	-1	1	1	1	1	1	1	1	0	1	2	2	2	2	1	1	1	1	1	2	1	1	-1	1	1	1	1	2	2	-1	
-1	2	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	0	2	1	2	1	1	1	1	2	1	2	1	1	-1	1	1	1	2	1	1	-1	
-1	1	2	2	2	1	1	-1	2	3	2	2	2	2	2	2	2	0	1	2	2	2	2	2	3	3	2	2	2	-1	2	2	2	3	1	2	-1	
-1	1	1	1	1	1	1	-1	1	2	1	1	1	1	1	2	1	1	0	1	1	1	2	1	2	2	2	1	1	-1	1	1	1	2	1	1	-1	
