0	1	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	27	29	30	31	32	33	34	36	38	39	
1	18	26	25	23	18	18	1	20	12	23	21	1	22	22	15	13	23	5	20	17	23	25	13	20	18	27	21	2	24	28	10	19	19	1	
0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	
-1	0	1	1	1	1	1	-1	2	2	1	1	-1	1	1	2	2	2	1	1	1	1	1	2	2	2	1	2	-1	2	1	2	1	1	-1	
-1	1	0	1	1	1	1	-1	1	2	1	1	-1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	-1	1	1	2	1	1	-1	
-1	1	1	0	1	1	1	-1	1	2	1	1	-1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	-1	1	1	1	1	1	-1	
-1	1	1	1	0	1	1	-1	1	2	1	1	-1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	-1	1	1	2	1	1	-1	
-1	1	1	1	1	0	1	-1	2	2	1	1	-1	1	1	2	2	2	1	1	1	1	1	2	2	2	1	2	-1	2	1	2	1	1	-1	
-1	1	1	1	1	1	0	-1	2	2	1	1	-1	1	1	2	2	2	2	1	1	1	1	2	2	2	1	1	-1	2	1	2	1	1	-1	
-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	
-1	2	1	1	1	2	2	-1	0	1	2	2	-1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	-1	1	1	1	2	2	-1	
-1	2	2	2	2	2	2	-1	1	0	2	2	-1	2	2	1	1	1	3	2	2	2	2	1	1	1	1	1	-1	1	1	1	2	2	-1	
-1	1	1	1	1	1	1	-1	2	2	0	1	-1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	-1	1	1	2	1	1	-1	
-1	1	1	1	1	1	1	-1	2	2	1	0	-1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	1	-1	1	1	2	1	1	-1	
-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	
-1	1	1	1	1	1	1	-1	1	2	1	1	-1	0	1	2	2	1	2	1	1	1	1	2	1	2	1	1	-1	1	1	2	1	1	-1	
-1	1	1	1	1	1	1	-1	1	2	1	1	-1	1	0	2	2	1	2	1	2	1	1	2	1	1	1	1	-1	1	1	2	1	1	-1	
-1	2	1	1	2	2	2	-1	1	1	2	2	-1	2	2	0	1	1	3	2	2	2	1	1	1	1	1	1	-1	1	1	1	2	2	-1	
-1	2	1	2	2	2	2	-1	1	1	2	2	-1	2	2	1	0	1	3	2	2	2	2	1	1	1	1	1	-1	1	1	1	2	2	-1	
-1	2	1	1	1	2	2	-1	1	1	1	2	-1	1	1	1	1	0	2	1	2	1	1	1	1	1	1	1	-1	1	1	1	1	1	-1	
-1	1	2	2	2	1	2	-1	3	3	1	1	-1	2	2	3	3	2	0	2	1	2	2	3	2	2	2	2	-1	2	2	3	2	2	-1	
-1	1	1	1	1	1	1	-1	1	2	1	1	-1	1	1	2	2	1	2	0	1	1	1	2	2	2	1	2	-1	1	1	2	1	1	-1	
-1	1	1	1	1	1	1	-1	2	2	1	1	-1	1	2	2	2	2	1	1	0	1	1	2	2	2	1	2	-1	2	1	2	1	1	-1	
-1	1	1	1	1	1	1	-1	1	2	1	1	-1	1	1	2	2	1	2	1	1	0	1	2	1	2	1	1	-1	1	1	1	1	1	-1	
-1	1	1	1	1	1	1	-1	1	2	1	1	-1	1	1	1	2	1	2	1	1	1	0	1	1	1	1	1	-1	1	1	2	1	1	-1	
-1	2	1	2	2	2	2	-1	1	1	2	2	-1	2	2	1	1	1	3	2	2	2	1	0	1	1	1	1	-1	1	1	2	2	2	-1	
-1	2	1	1	1	2	2	-1	1	1	1	1	-1	1	1	1	1	1	2	2	2	1	1	1	0	1	1	1	-1	1	1	2	2	2	-1	
-1	2	1	1	1	2	2	-1	1	1	1	2	-1	2	1	1	1	1	2	2	2	2	1	1	1	0	1	1	-1	1	1	1	2	2	-1	
-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	-1	1	1	2	1	1	-1	
-1	2	1	1	1	2	1	-1	1	1	1	1	-1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	0	-1	1	1	2	2	2	-1	
-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	
-1	2	1	1	1	2	2	-1	1	1	1	1	-1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	-1	0	1	1	1	1	-1	
-1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	-1	1	0	1	1	1	-1	
-1	2	2	1	2	2	2	-1	1	1	2	2	-1	2	2	1	1	1	3	2	2	1	2	2	2	1	2	2	-1	1	1	0	2	2	-1	
-1	1	1	1	1	1	1	-1	2	2	1	1	-1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	-1	1	1	2	0	1	-1	
-1	1	1	1	1	1	1	-1	2	2	1	1	-1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	-1	1	1	2	1	0	-1	
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
