1	2	3	4	5	6	8	9	10	11	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	35	36	37	38	39	
16	1	16	16	17	3	1	14	9	2	11	1	1	2	4	16	13	5	5	4	2	6	16	18	12	15	10	16	1	18	10	2	17	12	1	1	
0	-1	1	1	1	2	-1	1	2	-1	2	-1	3	-1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	-1	1	1	-1	1	2	-1	-1	
-1	0	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
1	-1	0	1	1	1	-1	1	2	-1	1	-1	2	-1	2	2	1	2	2	3	3	2	1	1	1	1	1	1	-1	1	2	-1	1	1	-1	-1	
1	-1	1	0	1	2	-1	1	2	-1	1	-1	3	-1	2	1	1	2	2	2	3	2	1	1	1	1	1	1	-1	1	2	-1	1	1	-1	-1	
1	-1	1	1	0	2	-1	1	1	-1	1	-1	3	-1	2	1	1	2	2	2	3	2	1	1	1	1	1	1	-1	1	2	-1	1	1	-1	-1	
2	-1	1	2	2	0	-1	2	3	-1	2	-1	1	-1	3	3	2	3	3	4	4	3	2	2	1	2	2	2	-1	2	3	-1	2	2	-1	-1	
-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
1	-1	1	1	1	2	-1	0	1	-1	1	-1	3	-1	2	1	1	2	2	2	2	2	2	1	2	1	2	2	-1	1	1	-1	1	1	-1	-1	
2	-1	2	2	1	3	-1	1	0	-1	2	-1	4	-1	2	1	2	2	3	2	2	1	1	2	2	2	2	1	-1	1	1	-1	1	2	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	
2	-1	1	1	1	2	-1	1	2	-1	0	-1	3	-1	1	1	2	3	2	2	3	2	1	2	2	2	1	1	-1	1	2	-1	2	1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	
3	-1	2	3	3	1	-1	3	4	-1	3	-1	0	-1	4	4	3	4	4	5	5	4	3	3	2	3	3	3	-1	3	4	-1	3	3	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	
2	-1	2	2	2	3	-1	2	2	-1	1	-1	4	-1	0	1	2	3	3	2	3	2	2	2	2	2	2	2	-1	1	2	-1	2	1	-1	-1	
2	-1	2	1	1	3	-1	1	1	-1	1	-1	4	-1	1	0	1	2	2	1	2	1	1	1	2	2	2	1	-1	1	1	-1	1	1	-1	-1	
1	-1	1	1	1	2	-1	1	2	-1	2	-1	3	-1	2	1	0	2	2	2	3	2	1	1	1	1	2	1	-1	1	2	-1	1	2	-1	-1	
1	-1	2	2	2	3	-1	2	2	-1	3	-1	4	-1	3	2	2	0	1	3	3	2	2	1	2	1	2	2	-1	2	2	-1	1	2	-1	-1	
1	-1	2	2	2	3	-1	2	3	-1	2	-1	4	-1	3	2	2	1	0	3	3	2	2	1	2	1	1	2	-1	2	2	-1	2	2	-1	-1	
2	-1	3	2	2	4	-1	2	2	-1	2	-1	5	-1	2	1	2	3	3	0	1	1	2	2	3	2	3	2	-1	2	1	-1	2	2	-1	-1	
2	-1	3	3	3	4	-1	2	2	-1	3	-1	5	-1	3	2	3	3	3	1	0	2	3	2	3	2	3	3	-1	3	1	-1	2	3	-1	-1	
1	-1	2	2	2	3	-1	2	1	-1	2	-1	4	-1	2	1	2	2	2	1	2	0	2	2	2	2	3	2	-1	2	1	-1	1	2	-1	-1	
1	-1	1	1	1	2	-1	2	1	-1	1	-1	3	-1	2	1	1	2	2	2	3	2	0	1	1	1	1	1	-1	1	2	-1	1	1	-1	-1	
1	-1	1	1	1	2	-1	1	2	-1	2	-1	3	-1	2	1	1	1	1	2	2	2	1	0	1	1	1	1	-1	1	1	-1	1	1	-1	-1	
1	-1	1	1	1	1	-1	2	2	-1	2	-1	2	-1	2	2	1	2	2	3	3	2	1	1	0	1	2	1	-1	1	2	-1	1	2	-1	-1	
1	-1	1	1	1	2	-1	1	2	-1	2	-1	3	-1	2	2	1	1	1	2	2	2	1	1	1	0	2	1	-1	1	1	-1	1	2	-1	-1	
2	-1	1	1	1	2	-1	2	2	-1	1	-1	3	-1	2	2	2	2	1	3	3	3	1	1	2	2	0	1	-1	1	2	-1	2	1	-1	-1	
1	-1	1	1	1	2	-1	2	1	-1	1	-1	3	-1	2	1	1	2	2	2	3	2	1	1	1	1	1	0	-1	1	2	-1	1	1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	
1	-1	1	1	1	2	-1	1	1	-1	1	-1	3	-1	1	1	1	2	2	2	3	2	1	1	1	1	1	1	-1	0	2	-1	1	1	-1	-1	
1	-1	2	2	2	3	-1	1	1	-1	2	-1	4	-1	2	1	2	2	2	1	1	1	2	1	2	1	2	2	-1	2	0	-1	1	2	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	
1	-1	1	1	1	2	-1	1	1	-1	2	-1	3	-1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	-1	1	1	-1	0	2	-1	-1	
2	-1	1	1	1	2	-1	1	2	-1	1	-1	3	-1	1	1	2	2	2	2	3	2	1	1	2	2	1	1	-1	1	2	-1	2	0	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	0	
